===== LOC Results =====
document,traverse_component,traverseTimes,locate_component,search_component,NOD,DEF,OCC,LOC,DEG,DEP,gotoDefinition,rename,completion
d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_7600/LOC_combined_7600.dl,73.78688333333334,2.0,0.3337666666666667,6251.869333333333,200332.0,1829.0,13092.0,7550.0,6.0,5226.0,0.0,7.665933333333332,157.99960000000002
d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_800/LOC_combined_800.dl,9.911516666666666,2.0,0.0,523.4355999999999,23567.0,173.0,1446.0,756.0,6.0,529.0,0.0,0.6672333333333333,19.665233333333333
d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_8000/LOC_combined_8000.dl,87.66646666666666,2.0,0.0,8025.671033333333,204960.0,2511.0,14668.0,7960.0,6.0,6505.0,0.0,10.332866666666666,176.6661
d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_8400/LOC_combined_8400.dl,87.83273333333334,2.0,0.0,8723.1453,224786.0,2505.0,15613.0,8242.0,6.0,6832.0,0.0,9.999033333333335,168.9995
d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_8800/LOC_combined_8800.dl,86.83358333333335,2.0,0.0,8085.552066666667,242815.0,2245.0,16064.0,8690.0,6.0,6527.0,0.25853333333333334,9.3336,172.9517
d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_9200/LOC_combined_9200.dl,102.25022500000001,2.0,0.0,9682.889466666666,234206.0,2979.0,17196.0,9123.0,6.0,7845.0,0.0,11.333233333333332,196.50105
d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_9600/LOC_combined_9600.dl,96.99950000000001,2.0,0.0,9389.878833333334,252254.0,2625.0,17902.0,9541.0,6.0,7485.0,0.33313333333333334,10.332266666666667,200.6652333333333

===== NOD Results =====
document,traverse_component,traverseTimes,locate_component,search_component,NOD,DEF,OCC,LOC,DEG,DEP,gotoDefinition,rename,completion
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_10000/NOD_combined_10000.dl,5.4994499999999995,2.0,0.0,276.3572666666667,9962.0,76.0,603.0,319.0,6.0,266.0,0.0,0.6673333333333332,11.000300000000001
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_100000/NOD_combined_100000.dl,47.333333333333336,2.0,0.0,2787.195066666667,97588.0,1011.0,6654.0,3607.0,6.0,2804.0,0.0,3.9993,98.66686666666665
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_110000/NOD_combined_110000.dl,51.42661666666667,2.0,0.0,3610.332266666667,108036.0,1174.0,7438.0,4180.0,6.0,3379.0,0.0,5.665733333333333,108.66606666666667
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_120000/NOD_combined_120000.dl,52.1662,2.0,0.0,4140.299599999999,118603.0,1511.0,8937.0,4804.0,6.0,3975.0,0.0,5.332633333333333,104.99883333333332
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_130000/NOD_combined_130000.dl,58.50116666666667,2.0,0.0,3799.6109,128332.0,1316.0,8849.0,4664.0,6.0,3592.0,0.0,4.668633333333333,113.99849999999999
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_140000/NOD_combined_140000.dl,61.49960000000001,2.0,0.0,4662.454866666667,137782.0,1346.0,9604.0,5423.0,6.0,4456.0,0.0,5.996700000000001,120.66546666666666
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_150000/NOD_combined_150000.dl,62.99851666666666,2.0,0.0,4390.225266666667,146834.0,1238.0,9506.0,5121.0,6.0,4042.0,0.0,6.665166666666667,133.66796666666667
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_160000/NOD_combined_160000.dl,72.49988333333333,2.0,0.0,5359.5734999999995,156175.0,1499.0,10285.0,6014.0,6.0,4655.0,0.0,6.998133333333333,147.99926666666667
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_170000/NOD_combined_170000.dl,65.33143333333334,2.0,0.0,5755.627799999999,167230.0,1768.0,11937.0,6476.0,6.0,5161.0,0.0,7.666566666666667,129.33286666666666
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_180000/NOD_combined_180000.dl,75.46051666666666,2.0,0.0,5601.3147,177054.0,1636.0,12087.0,6788.0,6.0,5072.0,0.0,6.997800000000001,142.45433333333332
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_190000/NOD_combined_190000.dl,78.7498625,2.0,0.0,5329.894633333333,186127.0,1601.0,12238.0,6498.0,6.0,4842.0,0.0,6.662999999999999,150.7501
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_20000/NOD_combined_20000.dl,10.0028,2.0,0.0,514.5601,18915.0,166.0,1189.0,788.0,6.0,528.0,0.0,1.3322666666666667,19.000500000000002
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_200000/NOD_combined_200000.dl,74.66533333333334,2.0,0.0,6990.023633333333,196142.0,1968.0,13534.0,7457.0,6.0,5815.0,0.0,7.9982,145.33370000000002
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_210000/NOD_combined_210000.dl,88.49978333333333,2.0,0.0,6490.464366666667,206766.0,1895.0,13618.0,7545.0,6.0,5631.0,0.0,8.3339,170.66623333333334
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_220000/NOD_combined_220000.dl,86.16648333333332,2.0,0.0,7631.575533333333,215716.0,2395.0,15073.0,7993.0,6.0,6479.0,0.3337333333333334,9.669133333333333,162.3321666666667
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_230000/NOD_combined_230000.dl,86.99886666666667,2.0,0.0,7767.7847,227213.0,2262.0,15592.0,8552.0,6.0,6464.0,0.0,8.999366666666667,175.00126666666665
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_240000/NOD_combined_240000.dl,94.49993333333335,2.0,0.0,8064.2154,234967.0,2390.0,16358.0,8841.0,6.0,6752.0,0.0,9.668033333333334,185.333
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_250000/NOD_combined_250000.dl,93.16586666666667,2.0,0.0,7939.206433333333,246628.0,2328.0,16529.0,8699.0,6.0,6667.0,0.3357666666666667,9.998233333333333,190.33363333333332
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_30000/NOD_combined_30000.dl,15.20375,2.0,0.0,655.6679,28783.0,202.0,1724.0,803.0,6.0,643.0,0.0,0.6667,29.998766666666665
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_40000/NOD_combined_40000.dl,19.49815,2.0,0.3334333333333333,1100.1693666666667,37609.0,363.0,2567.0,1361.0,6.0,1067.0,0.0,1.9979000000000002,39.00083333333333
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_50000/NOD_combined_50000.dl,25.665900000000004,2.0,0.0,1200.9175666666667,49028.0,431.0,3237.0,1816.0,6.0,1231.0,0.0,2.3367333333333336,49.66526666666667
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_60000/NOD_combined_60000.dl,29.83695,2.0,0.3333333333333333,1831.6662333333334,58607.0,699.0,4246.0,2222.0,6.0,1882.0,0.0,2.6648,57.9991
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_70000/NOD_combined_70000.dl,36.662533333333336,2.0,0.0,2165.3325333333337,68215.0,792.0,4843.0,2659.0,6.0,2154.0,0.0,3.3334333333333332,73.66613333333333
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_80000/NOD_combined_80000.dl,40.16583333333334,2.0,0.0,2649.0013,78195.0,1048.0,5883.0,3155.0,6.0,2663.0,0.0,4.0005999999999995,83.00066666666667
d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_90000/NOD_combined_90000.dl,39.16556666666667,2.0,0.0,2246.6059,86862.0,757.0,5630.0,3072.0,6.0,2217.0,0.0,3.665566666666667,73.6651

===== OCC Results =====
document,traverse_component,traverseTimes,locate_component,search_component,NOD,DEF,OCC,LOC,DEG,DEP,gotoDefinition,rename,completion
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_10400/OCC_combined_10400.dl,63.49936666666667,2.0,0.0,5008.1354,139162.0,1698.0,10229.0,5439.0,6.0,4472.0,0.0,6.665466666666667,125.50466666666667
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_11200/OCC_combined_11200.dl,69.00008333333334,2.0,0.0,5459.333066666666,158933.0,1606.0,10990.0,6059.0,6.0,4567.0,0.0,6.331566666666667,132.1077
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_12000/OCC_combined_12000.dl,75.83116666666666,2.0,0.3322,5793.407766666666,182783.0,1682.0,11904.0,6865.0,6.0,5130.0,0.0,8.000166666666667,148.66570000000002
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_12800/OCC_combined_12800.dl,72.00005,2.0,0.0,6197.373733333334,194781.0,1696.0,12568.0,6973.0,6.0,5289.0,0.0,7.999866666666667,142.99666666666667
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_13600/OCC_combined_13600.dl,77.16460000000001,2.0,0.0,6339.998,204754.0,1735.0,13277.0,7529.0,6.0,5382.0,0.0,8.332033333333333,153.46713333333335
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_14400/OCC_combined_14400.dl,84.33295,2.0,0.3345,6685.024966666667,213375.0,1998.0,14197.0,7660.0,6.0,5779.0,0.0,8.331833333333334,165.36443333333332
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_15200/OCC_combined_15200.dl,90.66558333333334,2.0,0.0,7400.4247,238053.0,2093.0,15146.0,8499.0,6.0,6180.0,0.0,9.332733333333332,177.17646666666667
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_1600/OCC_combined_1600.dl,10.767333333333333,2.0,0.0,577.6664333333333,21809.0,222.0,1514.0,789.0,6.0,582.0,0.0,1.3336666666666668,21.331633333333333
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_16000/OCC_combined_16000.dl,91.83536666666667,2.0,0.0,7756.739500000001,234547.0,2453.0,15974.0,8240.0,6.0,6556.0,0.0,9.332466666666667,176.66553333333331
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_16800/OCC_combined_16800.dl,100.33273333333334,2.0,0.0,8736.269933333331,244820.0,2695.0,16718.0,9382.0,6.0,7192.0,0.0,10.6657,186.6685
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_17600/OCC_combined_17600.dl,98.49923333333334,2.0,0.0,9297.692166666666,250395.0,2724.0,17375.0,9542.0,6.0,7496.0,0.0,10.333433333333334,190.33293333333336
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_18400/OCC_combined_18400.dl,97.8329,2.0,0.0,9893.059466666668,261969.0,2799.0,18064.0,10053.0,6.0,7983.0,0.0,11.3327,202.66896666666665
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_19200/OCC_combined_19200.dl,119.66629999999999,2.0,0.0,9861.741733333334,273883.0,2828.0,18977.0,10349.0,6.0,8197.0,0.0,11.665133333333335,220.33363333333332
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_20000/OCC_combined_20000.dl,116.16648333333335,2.0,0.3335666666666666,10016.380466666667,301183.0,2768.0,19689.0,11181.0,6.0,8216.0,0.0,11.332366666666667,231.99953333333335
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_2400/OCC_combined_2400.dl,15.332149999999999,2.0,0.0,886.6682333333333,36696.0,270.0,2141.0,1341.0,6.0,881.0,0.0,1.334666666666667,30.999033333333333
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_3200/OCC_combined_3200.dl,23.998716666666667,2.0,0.0,1259.6671666666668,46738.0,396.0,2984.0,1895.0,6.0,1294.0,0.0,2.3324333333333334,47.67276666666667
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_4000/OCC_combined_4000.dl,26.999866666666673,2.0,0.0,1628.3334666666667,58885.0,553.0,3879.0,2384.0,6.0,1690.0,0.0,2.6692,54.6664
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_4800/OCC_combined_4800.dl,34.169783333333335,2.0,0.0,1886.6664666666668,71865.0,592.0,4670.0,2524.0,6.0,1883.0,0.0,2.330766666666667,69.33300000000001
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_5600/OCC_combined_5600.dl,28.999633333333335,2.0,0.0,2581.520133333333,63259.0,1173.0,5496.0,2821.0,6.0,2608.0,0.0,3.666733333333333,57.666599999999995
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_6400/OCC_combined_6400.dl,45.332816666666666,2.0,0.0,2769.0003666666667,95737.0,826.0,6208.0,3417.0,6.0,2584.0,0.0,4.001033333333334,91.5302
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_7200/OCC_combined_7200.dl,51.33233333333333,2.0,0.0,3259.6598,107738.0,964.0,7146.0,3923.0,6.0,3022.0,0.0,3.672866666666667,101.66876666666667
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_800/OCC_combined_800.dl,7.4986999999999995,2.0,0.0,374.2655333333333,11822.0,98.0,736.0,418.0,6.0,360.0,0.0,0.6671999999999999,14.331999999999999
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_8000/OCC_combined_8000.dl,53.66498333333333,2.0,0.0,3649.1796,116832.0,1116.0,7914.0,4442.0,6.0,3522.0,0.0,5.3318,102.66683333333333
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_8800/OCC_combined_8800.dl,53.73265,2.0,0.0,3943.403166666667,122804.0,1272.0,8609.0,4509.0,6.0,3731.0,0.0,5.332166666666667,106.33570000000002
d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_9600/OCC_combined_9600.dl,61.80836666666667,2.0,0.0,4784.130766666666,139549.0,1340.0,9516.0,5537.0,6.0,4404.0,0.0,6.332666666666667,123.40570000000001

===== DEF Results =====
document,traverse_component,traverseTimes,locate_component,search_component,NOD,DEF,OCC,LOC,DEG,DEP,gotoDefinition,rename,completion
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_100/DEF_combined_100.dl,7.833533333333333,2.0,0.0,303.99993333333333,12882.0,89.0,793.0,419.0,6.0,316.0,0.0,0.6710333333333334,16.0004
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1000/DEF_combined_1000.dl,40.33325000000001,2.0,0.0,2879.203033333333,94796.0,980.0,6668.0,3490.0,6.0,2851.0,0.0,3.9988333333333332,79.9959
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1100/DEF_combined_1100.dl,43.66583333333333,2.0,0.0,3021.6313999999998,99545.0,1070.0,6948.0,3910.0,6.0,3055.0,0.0,3.999833333333333,86.14229999999999
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1200/DEF_combined_1200.dl,47.33298333333334,2.0,0.33316666666666667,3045.008666666667,112418.0,1161.0,7705.0,4064.0,6.0,3139.0,0.0,4.332566666666667,92.66656666666667
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1300/DEF_combined_1300.dl,47.83251666666666,2.0,0.0,3097.0636750000003,96762.0,1268.0,7079.0,3780.0,6.0,3211.0,0.0,3.999375,95.87676666666668
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1400/DEF_combined_1400.dl,38.16565000000001,2.0,0.0,3393.0145666666667,95451.0,1379.0,7212.0,3859.0,6.0,3195.0,0.0,5.332466666666666,74.0061
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1500/DEF_combined_1500.dl,61.83256666666667,2.0,0.0,4898.210933333333,142085.0,1473.0,9801.0,5416.0,6.0,4438.0,0.0,7.334266666666667,123.41486666666667
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1600/DEF_combined_1600.dl,52.085566666666665,2.0,0.0,4085.3644,133439.0,1568.0,9715.0,4856.0,6.0,4042.0,0.0,5.335933333333333,99.9439
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1700/DEF_combined_1700.dl,71.8333,2.0,0.0,5514.815299999999,179893.0,1652.0,11768.0,6325.0,6.0,4820.0,0.0,7.332366666666666,142.4648
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1800/DEF_combined_1800.dl,59.49993333333333,2.0,0.0,5101.777433333334,140899.0,1793.0,10582.0,5687.0,6.0,4675.0,0.0,7.000699999999999,121.33116666666668
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1900/DEF_combined_1900.dl,68.66568333333333,2.0,0.0,5603.409500000001,172654.0,1881.0,11958.0,6546.0,6.0,5140.0,0.0,7.333366666666667,134.99980000000002
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_200/DEF_combined_200.dl,14.83385,2.0,0.0,655.3244666666666,28568.0,182.0,1635.0,854.0,6.0,636.0,0.0,1.3325,29.999200000000002
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_2000/DEF_combined_2000.dl,85.66615,2.0,0.0,7090.0227,232400.0,1958.0,15078.0,8200.0,6.0,5978.0,0.0,8.995333333333333,171.00986666666668
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_2100/DEF_combined_2100.dl,80.83335000000001,2.0,0.0,7392.472866666667,208055.0,2058.0,13902.0,8034.0,6.0,6209.0,0.0,9.666166666666667,153.67003333333335
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_2200/DEF_combined_2200.dl,72.16283333333332,2.0,0.0,6606.327033333334,179303.0,2198.0,13033.0,7251.0,6.0,5644.0,0.0,8.665899999999999,140.6726
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_2300/DEF_combined_2300.dl,86.16351666666667,2.0,0.0,8146.007666666667,247432.0,2238.0,16550.0,8885.0,6.0,6748.0,0.0,9.665566666666667,174.67176666666668
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_2400/DEF_combined_2400.dl,89.99861666666668,2.0,0.0,7825.290133333333,225281.0,2313.0,15341.0,8427.0,6.0,6355.0,0.0,9.665766666666666,177.941
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_2500/DEF_combined_2500.dl,77.49798333333334,2.0,0.0,7740.303200000001,191908.0,2477.0,14191.0,7613.0,6.0,6419.0,0.0,9.332533333333332,153.99966666666666
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_300/DEF_combined_300.dl,17.49985,2.0,0.0,941.2153,32058.0,288.0,2118.0,1196.0,6.0,942.0,0.0,2.0002,33.684133333333335
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_400/DEF_combined_400.dl,24.166150000000002,2.0,0.0,1302.2810333333334,52073.0,397.0,3284.0,1899.0,6.0,1311.0,0.0,2.331566666666667,48.333133333333336
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_500/DEF_combined_500.dl,19.33226666666667,2.0,0.0,1227.2777000000003,33523.0,488.0,2539.0,1432.0,6.0,1267.0,0.0,2.0003333333333333,37.99713333333333
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_600/DEF_combined_600.dl,20.332333333333334,2.0,0.0,1439.6541666666665,46868.0,582.0,3355.0,1751.0,6.0,1452.0,0.0,2.331866666666667,40.66656666666666
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_700/DEF_combined_700.dl,39.17001666666667,2.0,0.0,2150.334033333333,88895.0,686.0,5519.0,2971.0,6.0,2126.0,0.0,3.3336666666666672,74.99856666666666
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_800/DEF_combined_800.dl,32.629,2.0,0.0,2079.0314999999996,70473.0,789.0,4949.0,2731.0,6.0,2076.0,0.0,2.9966666666666666,63.334366666666675
d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_900/DEF_combined_900.dl,35.83315,2.0,0.0,2418.7500666666665,83219.0,873.0,5669.0,2968.0,6.0,2447.0,0.0,3.3340666666666667,70.66553333333333

