document,compile_component,locate_component,traverse_component,NOD,DEF,OCC,LOC,gotoDefinition,rename,completion
d:\work24\souffle-lsp-plugin\example\metro\metro.dl,0,0,0,974,10,68,46,0,0,0
d:\work24\souffle-lsp-plugin\example\minesweeper\grid.dl,0,0,0,4618,28,290,168,0,0,0
d:\work24\souffle-lsp-plugin\example\minesweeper\minesweeper.dl,0,0,0,584,4,30,52,0,0,0
d:\work24\souffle-lsp-plugin\example\minimum_spanning_tree\minimum_spanning_tree.dl,0,0,0,4528,40,292,242,0,0,0
d:\work24\souffle-lsp-plugin\example\minpath1\minpath1.dl,0,0,0,1392,10,88,92,0,0,0
d:\work24\souffle-lsp-plugin\example\minpath2\minpath2.dl,0,0,0,1244,8,76,92,0,0,0
d:\work24\souffle-lsp-plugin\example\minpath3\minpath3.dl,0,0,0,3060,30,202,382,0,0,0
d:\work24\souffle-lsp-plugin\example\mmult\mmult.dl,0,0,0,1066,8,74,82,0,0,0
d:\work24\souffle-lsp-plugin\example\movies\movies.dl,0,0,0,1228,14,92,94,0,0,0
d:\work24\souffle-lsp-plugin\example\nfsa2fsa\nfsa2fsa.dl,0,0,0,5782,64,496,358,0,0,0
d:\work24\souffle-lsp-plugin\example\not_match\not_match.dl,0,0,0,186,4,16,30,0,0,0
d:\work24\souffle-lsp-plugin\example\nqueens\nqueens.dl,0,0,0,1490,18,88,106,0,0,0
d:\work24\souffle-lsp-plugin\example\orbits\orbits.dl,0,0,0,878,12,72,80,0,0,0
d:\work24\souffle-lsp-plugin\example\orbits1\orbits1.dl,0,0,0,676,10,56,62,0,0,0
d:\work24\souffle-lsp-plugin\example\palindrome\palindrome.dl,0,0,0,2460,12,134,174,0,0,0
d:\work24\souffle-lsp-plugin\example\paths\paths.dl,0,0,0,456,6,36,40,0,0,0
d:\work24\souffle-lsp-plugin\example\peano_arithmetic\peano_arithmetic.dl,0,0,0,2448,10,186,220,0,0,0
d:\work24\souffle-lsp-plugin\example\perfect_numbers\perfect_numbers.dl,0,0,0,554,8,42,50,0,0,0
d:\work24\souffle-lsp-plugin\example\planar\planar.dl,0,0,0,5846,8,150,170,0,0,0
d:\work24\souffle-lsp-plugin\example\po1\po1.dl,0,0,0,3674,6,156,66,0,0,0
d:\work24\souffle-lsp-plugin\example\po2\po2.dl,0,0,0,3498,6,150,56,0,0,0
d:\work24\souffle-lsp-plugin\example\po3\po3.dl,0,0,0,2970,6,132,50,0,0,0
d:\work24\souffle-lsp-plugin\example\po4\po4.dl,0,0,0,1914,6,96,32,0,0,0
d:\work24\souffle-lsp-plugin\example\po5\po5.dl,0,0,0,2970,6,132,50,0,0,0
d:\work24\souffle-lsp-plugin\example\pointsto\edb.dl,0,0,0,36646,0,2190,2190,0,0,0
d:\work24\souffle-lsp-plugin\example\pointsto\pointsto.dl,0,0,0,1042,20,94,80,0,0,0
d:\work24\souffle-lsp-plugin\example\prime\prime.dl,0,0,0,1294,10,96,82,0,0,0
d:\work24\souffle-lsp-plugin\example\prime2\prime2.dl,0,0,0,1292,14,94,106,0,0,0
d:\work24\souffle-lsp-plugin\example\profile_default\profile_default.dl,0,0,0,316,4,26,46,0,0,0
d:\work24\souffle-lsp-plugin\example\profile_json\profile_json.dl,0,0,0,316,4,26,46,0,0,0
d:\work24\souffle-lsp-plugin\example\puzzle\puzzle.dl,0,0,0,1594,8,92,114,0,0,0
d:\work24\souffle-lsp-plugin\example\ranpo\ranpo.dl,0,0,0,1914,6,96,32,0,0,0
d:\work24\souffle-lsp-plugin\example\recipes\recipes.dl,0,0,0,1034,12,72,58,0,0,0
d:\work24\souffle-lsp-plugin\example\rewrite\rewrite.dl,0,0,0,2096,10,86,160,0,0,0
d:\work24\souffle-lsp-plugin\example\rsg\rsg.dl,0,0,0,1036,10,80,66,0,0,0
d:\work24\souffle-lsp-plugin\example\sequences\sequences.dl,0,0,0,5316,54,384,282,0,0,0
d:\work24\souffle-lsp-plugin\example\ship\ship.dl,0,0,0,900,10,72,64,0,0,0
d:\work24\souffle-lsp-plugin\example\shortest_edges\shortest_edges.dl,0,0,0,312,6,26,32,0,0,0
d:\work24\souffle-lsp-plugin\example\shortest_path\shortest_path.dl,0,0,0,636,8,46,42,0,0,0
d:\work24\souffle-lsp-plugin\example\shortest_path2\shortest_path2.dl,0,0,0,668,4,42,80,0,0,0
d:\work24\souffle-lsp-plugin\example\small\small.dl,0,0,0,860,10,68,52,0,0,0
d:\work24\souffle-lsp-plugin\example\sort\sort.dl,0,0,0,2996,28,172,180,0,0,0
d:\work24\souffle-lsp-plugin\example\speed\speed.dl,0,0,0,882,8,58,68,0,0,0
d:\work24\souffle-lsp-plugin\example\strategies\strategies.dl,0,0,0,1116,16,72,98,0,0,0
d:\work24\souffle-lsp-plugin\example\tak\tak.dl,0,0,0,958,6,52,70,0,0,0
d:\work24\souffle-lsp-plugin\example\tc\tc.dl,0,0,0,928,10,72,62,0,0,0
d:\work24\souffle-lsp-plugin\example\tic-tac-toe\tic-tac-toe.dl,0,0,0,13976,44,692,486,0,0,0
d:\work24\souffle-lsp-plugin\example\topological_ordering\topological_ordering.dl,0,0,0,1598,16,124,166,0,0,0
d:\work24\souffle-lsp-plugin\example\traffic\traffic.dl,0,0,0,896,12,78,70,0,0,0
d:\work24\souffle-lsp-plugin\example\trains\trains.dl,0,0,0,10888,10,560,572,0,0,0
d:\work24\souffle-lsp-plugin\example\trans\trans.dl,0,0,0,318,4,24,30,0,0,0
d:\work24\souffle-lsp-plugin\example\tree\tree.dl,0,0,0,796,8,56,38,0,0,0
d:\work24\souffle-lsp-plugin\example\triangle\triangle.dl,0,0,0,402,6,26,44,0,0,0
d:\work24\souffle-lsp-plugin\example\turing1\turing1.dl,0,0,0,2318,14,124,244,0,0,0
d:\work24\souffle-lsp-plugin\example\weighted_distances\weighted_distances.dl,0,0,0,836,8,56,72,0,0,0
