document,compile_component,locate_component,traverse_component,NOD,DEF,OCC,LOC,gotoDefinition,rename,completion
d:\work24\souffle-lsp-plugin\example\comp-parametrized-inherit\comp-parametrized-inherit.dl,0.0,0.0,0.0,351.0,8.0,27.0,22.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\comp-parametrized-multilvl\comp-parametrized-multilvl.dl,0.0,0.0,0.0,378.0,9.0,20.0,27.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\convex_hull\convex_hull.dl,0.0,0.0,0.0,2901.0,16.0,141.0,88.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\counter\counter.dl,0.0,0.0,0.0,456.0,6.0,24.0,17.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\degree\degree.dl,0.0,0.0,0.0,262.0,4.0,20.0,9.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\dfa\dfa.dl,0.0,0.0,0.0,2307.0,21.0,176.0,83.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\dfa_live_vars\dfa_live_vars.dl,0.0,0.0,0.0,534.0,7.0,42.0,27.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\dfa_min\dfa_min.dl,0.0,0.0,0.0,618.0,10.0,51.0,21.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\dfa_parse\dfa_parse.dl,0.0,0.0,0.0,500.0,10.0,41.0,24.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\dfa_summary_function\dfa_summary_function.dl,0.0,0.0,0.0,2495.0,23.0,190.0,88.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\disconnected\disconnected.dl,0.0,0.0,0.0,438.0,4.0,30.0,12.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\dnf\dnf.dl,0.0,0.0,0.0,899.0,13.0,78.0,40.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\dominance\dominance.dl,0.0,0.0,0.0,1045.0,11.0,89.0,43.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\double_tree\double_tree.dl,0.0,0.0,0.0,12949.0,305.0,1221.0,612.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\earley\earley.dl,0.0,0.0,0.0,912.0,14.0,65.0,26.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\edit_distance\edit_distance.dl,0.0,0.0,0.0,1011.0,13.0,71.0,27.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\equal\equal.dl,0.0,0.0,0.0,551.0,4.0,39.0,29.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\euclid\euclid.dl,0.0,0.0,0.0,5447.0,29.0,267.0,254.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\factorial\factorial.dl,0.0,0.0,0.0,143.0,2.0,11.0,6.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\factoring\factoring.dl,0.0,0.0,0.0,376.0,5.0,28.0,12.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\family\family.dl,0.0,0.0,0.0,820.0,9.0,63.0,32.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\fib\fib.dl,0.0,0.0,0.0,732.0,4.0,49.0,37.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\fib1\fib1.dl,0.0,0.0,0.0,139.0,1.0,9.0,5.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\flights\flights.dl,0.0,0.0,0.0,565.0,5.0,39.0,22.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\flights2\flights2.dl,0.0,0.0,0.0,1147.0,7.0,54.0,41.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\floydwarshall\floydwarshall.dl,0.0,0.0,0.0,47.0,0.0,8.0,4.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\fractional_knapsack\fractional_knapsack.dl,0.0,0.0,0.0,1347.0,12.0,78.0,36.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\func\func.dl,0.0,0.0,0.0,585.0,6.0,42.0,21.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\game2\game2.dl,0.0,0.0,0.0,462.0,6.0,37.0,21.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\grad\grad.dl,0.0,0.0,0.0,478.0,6.0,40.0,29.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\graph\graph.dl,0.0,0.0,0.0,462.0,3.0,32.0,20.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\grid\grid.dl,0.0,0.0,0.0,2309.0,14.0,145.0,48.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\highest_degree\highest_degree.dl,0.0,0.0,0.0,416.0,6.0,30.0,13.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\hmmer\hmmer.dl,0.0,0.0,0.0,1646.0,18.0,130.0,54.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\independent_body3\independent_body3.dl,0.0,0.0,0.0,341.0,5.0,26.0,14.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\inline_nats\inline_nats.dl,0.0,0.0,0.0,208.0,3.0,16.0,8.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\input_output\input_output.dl,0.0,0.0,0.0,2705.0,34.0,228.0,130.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\java-pointsto\java-pointsto.dl,0.0,0.0,0.0,2796.0,44.0,237.0,134.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\josephus\josephus.dl,0.0,0.0,0.0,500.0,2.0,25.0,29.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\k-permutations\k-permutations.dl,0.0,0.0,0.0,155.0,2.0,11.0,6.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\linksum\linksum.dl,0.0,0.0,0.0,890.0,4.0,59.0,43.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\longest_path\longest_path.dl,0.0,0.0,0.0,283.0,4.0,21.0,9.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\lubm\lubm.dl,0.0,0.0,0.0,3192.0,41.0,274.0,148.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\lucas\lucas.dl,0.0,0.0,0.0,207.0,3.0,17.0,8.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\magic_access-policy\magic_access-policy.dl,0.0,0.0,0.0,1418.0,13.0,97.0,55.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\magic_pointsto\edb.dl,0.0,0.0,0.0,18323.0,0.0,1095.0,1095.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\magic_pointsto\magic_pointsto.dl,0.0,0.0,0.0,526.0,10.0,47.0,33.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\magic_prime2\magic_prime2.dl,0.0,0.0,0.0,651.0,7.0,47.0,19.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\metro\metro.dl,0.0,0.0,0.0,487.0,5.0,34.0,18.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\minesweeper\grid.dl,0.0,0.0,0.0,2309.0,14.0,145.0,48.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\minesweeper\minesweeper.dl,0.0,0.0,0.0,292.0,2.0,15.0,11.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\minimum_spanning_tree\minimum_spanning_tree.dl,0.0,0.0,0.0,2264.0,20.0,146.0,91.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\minpath1\minpath1.dl,0.0,0.0,0.0,696.0,5.0,44.0,31.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\minpath2\minpath2.dl,0.0,0.0,0.0,622.0,4.0,38.0,28.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\minpath3\minpath3.dl,0.0,0.0,0.0,1530.0,15.0,101.0,96.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\mmult\mmult.dl,0.0,0.0,0.0,533.0,4.0,37.0,21.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\movies\movies.dl,0.0,0.0,0.0,614.0,7.0,46.0,28.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\nfsa2fsa\nfsa2fsa.dl,0.0,0.0,0.0,2891.0,32.0,248.0,103.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\not_match\not_match.dl,0.0,0.0,0.0,93.0,2.0,8.0,5.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\nqueens\nqueens.dl,0.0,0.0,0.0,745.0,9.0,44.0,19.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\orbits\orbits.dl,0.0,0.0,0.0,439.0,6.0,36.0,28.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\orbits1\orbits1.dl,0.0,0.0,0.0,338.0,5.0,28.0,22.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\palindrome\palindrome.dl,0.0,0.0,0.0,1230.0,6.0,67.0,47.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\paths\paths.dl,0.0,0.0,0.0,228.0,3.0,18.0,11.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\peano_arithmetic\peano_arithmetic.dl,0.0,0.0,0.0,1224.0,5.0,93.0,58.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\perfect_numbers\perfect_numbers.dl,0.0,0.0,0.0,277.0,4.0,21.0,10.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\planar\planar.dl,0.0,0.0,0.0,2923.0,4.0,75.0,68.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\po1\po1.dl,0.0,0.0,0.0,1837.0,3.0,78.0,25.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\po2\po2.dl,0.0,0.0,0.0,1749.0,3.0,75.0,24.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\po3\po3.dl,0.0,0.0,0.0,1485.0,3.0,66.0,21.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\po4\po4.dl,0.0,0.0,0.0,957.0,3.0,48.0,15.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\po5\po5.dl,0.0,0.0,0.0,1485.0,3.0,66.0,21.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\pointsto\edb.dl,0.0,0.0,0.0,18323.0,0.0,1095.0,1095.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\pointsto\pointsto.dl,0.0,0.0,0.0,521.0,10.0,47.0,32.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\prime\prime.dl,0.0,0.0,0.0,647.0,5.0,48.0,34.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\prime2\prime2.dl,0.0,0.0,0.0,646.0,7.0,47.0,18.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\profile_default\profile_default.dl,0.0,0.0,0.0,158.0,2.0,13.0,7.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\profile_json\profile_json.dl,0.0,0.0,0.0,158.0,2.0,13.0,7.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\puzzle\puzzle.dl,0.0,0.0,0.0,797.0,4.0,46.0,35.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\ranpo\ranpo.dl,0.0,0.0,0.0,957.0,3.0,48.0,15.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\recipes\recipes.dl,0.0,0.0,0.0,517.0,6.0,36.0,14.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\rewrite\rewrite.dl,0.0,0.0,0.0,1048.0,5.0,43.0,44.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\rsg\rsg.dl,0.0,0.0,0.0,518.0,5.0,40.0,28.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\sequences\sequences.dl,0.0,0.0,0.0,2658.0,27.0,192.0,70.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\ship\ship.dl,0.0,0.0,0.0,450.0,5.0,36.0,25.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\shortest_edges\shortest_edges.dl,0.0,0.0,0.0,156.0,3.0,13.0,6.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\shortest_path\shortest_path.dl,0.0,0.0,0.0,318.0,4.0,23.0,9.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\shortest_path2\shortest_path2.dl,0.0,0.0,0.0,334.0,2.0,21.0,15.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\small\small.dl,0.0,0.0,0.0,430.0,5.0,34.0,21.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\sort\sort.dl,0.0,0.0,0.0,1498.0,14.0,86.0,46.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\speed\speed.dl,0.0,0.0,0.0,441.0,4.0,29.0,17.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\strategies\strategies.dl,0.0,0.0,0.0,558.0,8.0,36.0,28.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\tak\tak.dl,0.0,0.0,0.0,479.0,3.0,26.0,16.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\tc\tc.dl,0.0,0.0,0.0,464.0,5.0,36.0,19.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\tic-tac-toe\tic-tac-toe.dl,0.0,0.0,0.0,6988.0,22.0,346.0,144.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\topological_ordering\topological_ordering.dl,0.0,0.0,0.0,799.0,8.0,62.0,44.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\traffic\traffic.dl,0.0,0.0,0.0,448.0,6.0,39.0,23.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\trains\trains.dl,0.0,0.0,0.0,5444.0,5.0,280.0,269.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\trans\trans.dl,0.0,0.0,0.0,159.0,2.0,12.0,8.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\tree\tree.dl,0.0,0.0,0.0,398.0,4.0,28.0,14.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\triangle\triangle.dl,0.0,0.0,0.0,201.0,3.0,13.0,7.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\turing1\turing1.dl,0.0,0.0,0.0,1159.0,7.0,62.0,55.0,0.0,0.0,0.0
d:\work24\souffle-lsp-plugin\example\weighted_distances\weighted_distances.dl,0.0,0.0,0.0,418.0,4.0,28.0,14.0,0.0,0.0,0.0
